Years & Months,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21,Day 22,Day 23,Day 24,Day 25,Day 26,Day 27,Day 28,Day 29,Day 30,Day 31,,,,,,
2014-04,NIL,NIL,NIL,NIL,NIL,16.8,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,10.4,18.5,0.8,TR,NIL,NIL,NIL,6.4,1.4,,,,,,,
2014-05,TR,14.3,NIL,3.9,NIL,3.9,NIL,11.7,NIL,NIL,NIL,NIL,0.5,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,3.5,8.5,TR,9.9,1.4,TR,TR,NIL,TR,4.2,,,,,,
2014-06,TR,4.5,3,13,4.1,6.9,9.7,9.3,12.1,9.1,2,2,TR,NIL,NIL,1.2,TR,TR,TR,0.5,1,TR,0.5,NIL,NIL,TR,6.5,0.6,20.3,TR,,,,,,,
2014-07,NIL,NIL,17.6,23.7,TR,NIL,12.5,13.3,11.5,NIL,TR,NIL,8.4,0.8,TR,NIL,2.6,NIL,NIL,NIL,0.7,7.1,TR,NIL,2.3,2.2,8.8,TR,NIL,NIL,NIL,,,,,,
2014-08,0.4,21.4,20.4,2.9,NIL,NIL,2.7,NIL,2.4,18.3,13.2,6.6,5.3,TR,TR,NIL,5.5,24.6,38.5,69.5,78.6,28.2,3.9,NIL,NIL,NIL,NIL,TR,NIL,TR,10.9,,,,,,
2014-09,0.4,29.8,0.7,4.5,1,TR,5.9,10.5,TR,9.4,NIL,NIL,0.9,1.6,NIL,2.3,5.1,0.7,TR,NIL,NIL,NIL,NIL,TR,1.2,44.5,0.9,1.9,28.8,1.6,,,,,,,
2014-10,NIL,NIL,TR,NIL,NIL,NIL,TR,6,NIL,NIL,4.4,TR,NIL,NIL,TR,0.7,4.6,1.5,5.7,TR,4,11.1,3.9,10.5,NIL,NIL,NIL,NIL,TR,57.6,NIL,,,,,,
2014-11,4.6,0.9,NIL,NIL,NIL,0,NIL,NIL,NIL,NIL,NIL,NIL,NIL,0.5,3.7,1.8,35.7,13.5,0.5,TR,16.9,53.2,TR,TR,7.1,TR,TR,NIL,NIL,NIL,,,,,,,
2014-12,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,2,6.9,7,2.1,38.5,TR,NIL,0.9,101.6,23.6,NIL,NIL,NIL,0.8,TR,TR,NIL,NIL,NIL,NIL,NIL,1.3,,,,,,
2015-01,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,0.6,NIL,NIL,4.3,7.5,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,2.5,NIL,,,,,,
2015-02,NIL,2.1,NIL,NIL,3.1,TR,TR,1.7,NIL,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,2.9,TR,NIL,NIL,,,,,,,,,
2015-03,NIL,TR,NIL,NIL,1.9,NIL,NIL,6.9,NIL,NIL,TR,NIL,45.7,NIL,NIL,2.4,0.8,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,
2015-04,NIL,TR,NIL,NIL,NIL,NIL,10.7,TR,NIL,NIL,NIL,NIL,TR,NIL,0.4,NIL,TR,0.6,NIL,NIL,3,0.2,NIL,1,0.4,NIL,TR,NIL,NIL,NIL,,,,,,,
2015-05,TR,NIL,NIL,TR,5.1,52.2,32.3,12,10.5,41.4,34.8,31.1,4.8,TR,TR,0.7,16,21.9,0.4,0.4,1.9,39,11,TR,TR,13.6,NIL,0.7,1.1,TR,6.6,,,,,,
2015-06,NIL,12.1,TR,6.2,TR,TR,12.9,TR,NIL,NIL,19.1,4.4,10,2.6,TR,TR,NIL,TR,NIL,NIL,TR,3,TR,NIL,4.5,0.6,5.1,1,TR,TR,,,,,,,
2015-07,2.8,7.1,TR,2.2,TR,TR,TR,TR,14.4,27.7,44.5,5.4,0.4,NIL,NIL,43.2,3.4,28.7,6.6,NIL,15.4,0.7,8.7,0.5,TR,TR,NIL,NIL,NIL,NIL,NIL,,,,,,
2015-08,TR,NIL,TR,4.7,4,8.8,2.1,6,4.7,NIL,TR,1.6,1.2,3.2,2.7,14.1,34.6,12.3,TR,2.9,NIL,NIL,TR,TR,1.9,NIL,TR,18.5,TR,20.2,14.4,,,,,,
2015-09,5.4,2.6,10.1,TR,1,2.8,1.6,1.2,TR,6.4,5.3,0.4,5.5,0.6,5.6,5,7.4,19.2,29.4,1,5,6.1,9.9,2.8,45.9,19,1.4,4.8,4.6,TR,,,,,,,
2015-10,4.4,NIL,NIL,NIL,3.5,NIL,3.5,7.2,19.5,35.5,9.4,NIL,1.8,3.4,TR,NIL,TR,TR,1,1.8,4.6,8,0.3,6.8,56.1,6.6,TR,NIL,NIL,1.2,57.6,,,,,,
2015-11,0.6,NIL,TR,TR,TR,1.4,13.3,8.4,0.7,NIL,NIL,TR,TR,14,1.2,NIL,NIL,2.4,NIL,NIL,NIL,23.8,TR,10.4,51.6,NIL,NIL,3.4,NIL,TR,,,,,,,
2015-12,NIL,11.6,18.7,NIL,74.5,1.4,12.7,2.6,32.6,24.5,5.6,TR,NIL,TR,0.3,TR,NIL,NIL,TR,4.1,2.6,NIL,NIL,NIL,NIL,0.5,NIL,NIL,0.5,TR,TR,,,,,,
2016-01,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,NIL,TR,TR,NIL,NIL,NIL,,,,,,
2016-02,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,3.2,NIL,TR,21.4,2.4,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,21.3,TR,,,,,,,,
2016-03,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,,,,,,
2016-04,NIL,NIL,NIL,NIL,NIL,2.8,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,8,NIL,TR,1,3.8,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,,,,,,,
2016-05,11.2,NIL,38.2,NIL,NIL,0.9,1.2,3,1,105.5,19.3,3.9,2.4,11.2,7.3,10.5,2.4,2.2,79.9,TR,TR,21,TR,26.5,6.2,3.7,19.9,10.9,TR,7.6,14.4,,,,,,
2016-06,11.5,34.6,9.3,9.1,8.1,3,14,6.5,6.9,68.4,1,TR,2,NIL,TR,TR,2.1,4.6,5.9,1.3,5.3,TR,TR,2.2,NIL,1.2,TR,2.9,TR,18,,,,,,,
2016-07,3,TR,15.8,NIL,TR,NIL,NIL,2.3,0.3,0,NIL,TR,NIL,58.3,34.1,46.6,7.2,7.3,NIL,NIL,NIL,NIL,TR,NIL,1.2,11,33.4,2,TR,0.4,TR,,,,,,
2016-08,NIL,NIL,4.6,NIL,NIL,TR,2.9,0.2,TR,TR,1.5,1.6,2.5,3,TR,TR,NIL,0.4,33.7,16.9,69.5,6.9,12.7,51.7,TR,28.4,6.4,15.6,0.4,41.3,30.2,,,,,,
2016-09,2.7,3.2,1.4,TR,TR,NIL,NIL,NIL,TR,1.6,TR,1.8,1.6,TR,TR,6.9,93.1,0.9,3.5,1.9,TR,TR,TR,TR,NIL,TR,1.3,TR,0.5,TR,,,,,,,
2016-10,2.4,NIL,NIL,NIL,NIL,0,0,NIL,TR,NIL,18,1.3,NIL,18.7,10.4,7.4,1.6,TR,NIL,NIL,NIL,NIL,NIL,1.5,4.6,NIL,NIL,TR,8.1,4,11,,,,,,
2016-11,26.4,NIL,NIL,NIL,TR,TR,NIL,NIL,NIL,2.2,16,TR,NIL,6.2,4.3,NIL,11.7,11.2,TR,3.8,25.6,33.5,56,0.3,6,33.8,NIL,NIL,NIL,NIL,,,,,,,
2016-12,NIL,2.8,NIL,NIL,TR,NIL,1.7,TR,NIL,0.7,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,8.7,TR,NIL,NIL,NIL,4.1,3.4,NIL,TR,2.4,NIL,NIL,,,,,,
2017-01,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,NIL,TR,NIL,TR,TR,TR,NIL,NIL,16.5,71.8,TR,NIL,NIL,NIL,NIL,14.4,TR,NIL,NIL,,,,,,
2017-02,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,7.4,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,4.8,5.8,,,,,,,,,
2017-03,0.8,4.8,8.9,76,NIL,NIL,NIL,NIL,NIL,65.6,NIL,NIL,NIL,32.9,7.2,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,
2017-04,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,
2017-05,NIL,NIL,7.1,5.9,NIL,NIL,16.7,NIL,NIL,NIL,TR,NIL,1.9,1.8,NIL,1.9,19.9,5.1,117.5,8.9,40,3,2.8,NIL,2.1,17.1,14.4,8.5,10.8,45,189,,,,,,
2017-06,68.5,19.4,13,51.9,2.4,6.9,NIL,NIL,2,4.7,NIL,NIL,3.6,TR,NIL,NIL,1.6,0.4,TR,NIL,1.2,4.2,15.8,7.4,22.2,12.5,TR,NIL,NIL,8.4,,,,,,,
2017-07,1.9,1.9,TR,NIL,NIL,7.2,1.8,35.1,4.6,0.5,TR,NIL,TR,NIL,NIL,NIL,NIL,4.6,NIL,14.5,4.2,TR,1.3,NIL,NIL,1.7,4.8,68.3,NIL,TR,TR,,,,,,
2017-08,TR,NIL,1.1,TR,NIL,1.4,TR,NIL,3.4,95.9,0.7,NIL,NIL,NIL,TR,4.2,25.1,32.2,3.6,2.5,13.9,2.5,2.3,TR,NIL,0.5,4.3,15.1,21,9.7,3,,,,,,
2017-09,NIL,12.6,NIL,NIL,30.1,52.3,14.5,16.9,11.1,4.9,13,4.3,65.2,0.3,1.8,4.9,NIL,NIL,NIL,0.3,TR,NIL,NIL,TR,NIL,NIL,TR,NIL,2.7,TR,,,,,,,
2017-10,NIL,0.6,TR,TR,1.6,4,0.9,5,TR,2.8,15.5,6.2,4.3,TR,TR,0.5,2.9,2,5.5,23.6,13.7,NIL,NIL,NIL,NIL,NIL,NIL,NIL,36.9,NIL,NIL,,,,,,
2017-11,5.4,TR,NIL,NIL,NIL,NIL,0.9,NIL,NIL,NIL,NIL,NIL,NIL,11.5,NIL,NIL,NIL,NIL,NIL,NIL,0.2,TR,NIL,NIL,NIL,2.9,3.7,NIL,16.5,24.3,,,,,,,
2017-12,TR,17.7,TR,TR,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,33.2,7,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,,,,,,
2018-01,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,0.4,4.1,TR,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,0.5,NIL,NIL,3,NIL,NIL,NIL,NIL,,,,,,
2018-02,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,NIL,NIL,TR,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,,,,,,,,,
2018-03,NIL,NIL,16.1,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,7.5,8.3,4.5,TR,NIL,NIL,2,TR,NIL,NIL,NIL,NIL,NIL,NIL,TR,2,NIL,NIL,NIL,TR,,,,,,
2018-04,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,0.6,NIL,NIL,NIL,0.7,TR,NIL,1,TR,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,2.8,NIL,NIL,,,,,,,
2018-05,NIL,TR,TR,TR,10.4,NIL,TR,0.4,4,TR,11.1,22.7,1,0.4,1.2,11.9,NIL,NIL,TR,9.7,17.6,TR,54.2,8.3,13.8,6.8,9,13,1.5,2.1,3.3,,,,,,
2018-06,4.9,2.4,8.7,30.7,0.6,8.7,3.7,4.8,3,1.4,TR,4.1,5,16.5,16.7,9.5,61.3,NIL,NIL,1.7,2.4,0.6,0.2,9.8,5.8,8.7,1.7,1.8,TR,4.3,,,,,,,
2018-07,3.5,NIL,NIL,18.5,26.9,13.2,4,1.2,4.7,24.5,1.7,NIL,NIL,35.4,1,26.3,TR,NIL,NIL,NIL,TR,10.2,1.1,17.7,3.3,0.8,TR,NIL,TR,TR,TR,,,,,,
2018-08,NIL,NIL,NIL,NIL,NIL,NIL,4,NIL,NIL,NIL,1.6,TR,3,9.7,16,67.5,22.1,0.2,NIL,TR,NIL,TR,NIL,NIL,NIL,6.5,0.7,TR,NIL,TR,NIL,,,,,,
2018-09,TR,NIL,NIL,TR,TR,NIL,TR,0.7,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,2,12.5,TR,50.2,5.5,13.4,TR,0.7,2.7,0.3,18.7,2.7,,,,,,,
2018-10,4.6,13.1,12.9,14.7,TR,2.4,25.5,3.4,7.7,TR,NIL,TR,2.6,NIL,NIL,NIL,1.1,NIL,NIL,NIL,1.5,1.6,8.2,TR,TR,21.8,NIL,6.2,48,0.4,NIL,,,,,,
2018-11,NIL,NIL,NIL,34.5,6.2,NIL,TR,30.8,3.6,1.3,NIL,NIL,NIL,NIL,NIL,NIL,2.8,NIL,NIL,NIL,NIL,NIL,5.7,TR,0.8,TR,NIL,12.9,14.7,NIL,,,,,,,
2018-12,TR,NIL,NIL,NIL,6.8,TR,23,NIL,NIL,NIL,2.4,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,2.8,12.4,13.7,TR,NIL,NIL,NIL,8.9,NIL,,,,,,
2019-01,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,
2019-02,NIL,NIL,NIL,NIL,TR,TR,NIL,NIL,55.1,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,0,NIL,NIL,NIL,,,,,,,,,
2019-03,NIL,NIL,2.6,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,5.2,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,
2019-04,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,16.9,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,29.5,TR,30.7,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,36.4,9.1,,,,,,,
2019-05,2.7,2.2,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,5.4,NIL,TR,NIL,NIL,NIL,NIL,0.4,11.9,2.2,1.5,,,,,,
2019-06,NIL,NIL,22,45.5,1,0.8,10.5,57.1,18.7,6.7,5.3,15.7,2.8,10.7,NIL,6.8,TR,NIL,3,7.4,0.5,1.3,9.8,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,
2019-07,NIL,0.6,NIL,NIL,NIL,TR,TR,50.9,27.6,TR,NIL,NIL,NIL,86.7,25.2,12.8,26.2,27.5,3.9,3.7,1.2,11.1,1.3,1.8,1.3,NIL,NIL,NIL,NIL,NIL,TR,,,,,,
2019-08,NIL,NIL,NIL,1,12.9,NIL,5.6,1.2,45.5,1,10.5,14,1.2,TR,2.5,1,NIL,TR,TR,NIL,TR,12.9,0.2,4.4,13.2,2.3,10.6,34.3,80.5,NIL,TR,,,,,,
2019-09,TR,NIL,NIL,NIL,NIL,1.6,1.6,TR,2.3,NIL,0.6,NIL,0.5,1.4,NIL,NIL,0.4,9.5,0.4,NIL,27.7,19.8,49.7,32.2,7.1,19.6,NIL,NIL,TR,33.6,,,,,,,
2019-10,NIL,NIL,5.3,4.3,0.2,6.2,25.5,8.4,4.4,0.9,NIL,63.1,TR,NIL,13.6,34,14.6,11.6,TR,63.5,7.2,NIL,23,0.8,8.8,TR,0.6,0.5,35.3,6,20.6,,,,,,
2019-11,18.6,NIL,NIL,NIL,6,6.7,TR,0.7,NIL,NIL,0.2,NIL,6.4,9,22.4,7.3,NIL,2.1,TR,TR,6,18.2,TR,35.8,36.4,13.7,3.1,7.3,TR,52.2,,,,,,,
2019-12,40,NIL,TR,10.3,11.9,5.6,TR,NIL,NIL,NIL,3.8,TR,NIL,3.4,15.8,NIL,TR,NIL,21.6,TR,TR,60.1,2.5,NIL,6.6,NIL,NIL,NIL,1.9,NIL,TR,,,,,,
2020-01,0.6,TR,TR,16,1.2,TR,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,NIL,1.1,NIL,NIL,1.7,0.3,NIL,0.9,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,NIL,,,,,,
2020-02,NIL,NIL,TR,NIL,NIL,NIL,4.9,TR,NIL,TR,NIL,NIL,0,NIL,NIL,TR,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,
2020-03,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,1,32.7,2,NIL,TR,TR,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,NIL,NIL,NIL,NIL,,,,,,
2020-04,NIL,NIL,NIL,0.5,TR,NIL,3.8,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,7.3,NIL,NIL,13,38.3,21.4,2.5,NIL,39.8,2.1,8.6,1.4,NIL,,,,,,,
2020-05,NIL,NIL,NIL,TR,5.3,NIL,44.5,NIL,4,4.8,1.8,NIL,NIL,3.1,0.5,TR,5.8,11.8,3,40.6,12,TR,NIL,NIL,2.4,0.4,6.4,84,158.6,30,TR,,,,,,
2020-06,5.5,8.4,2.3,1.5,8.1,9.7,20.4,NIL,TR,NIL,TR,0.4,1.9,6.7,NIL,3.7,1.9,0.5,NIL,14.5,32.5,NIL,NIL,0.4,18.4,41.5,14.4,0.7,3.1,20.8,,,,,,,
2020-07,6.2,0.9,1.9,NIL,NIL,6.9,NIL,NIL,NIL,30.6,4,11,4.8,4.3,6.2,27.6,16.9,30.6,75.2,0.7,24.6,7.3,53.5,35.9,TR,NIL,NIL,21.6,8.4,27.3,19.7,,,,,,
2020-08,9.4,2.1,TR,0.9,6.2,15.4,53.2,109.9,30.1,1,NIL,NIL,NIL,NIL,2.4,TR,NIL,NIL,NIL,TR,TR,NIL,2.1,NIL,NIL,NIL,0.5,NIL,NIL,NIL,TR,,,,,,
2020-09,28,48.8,46.8,1.1,7.4,NIL,3.7,7.6,TR,0.9,NIL,TR,TR,4.6,18.6,3.2,17.5,33.3,TR,2,30.3,37.9,3.3,NIL,NIL,TR,NIL,NIL,NIL,NIL,,,,,,,
2020-10,NIL,TR,NIL,1,NIL,NIL,NIL,TR,1.4,TR,1.1,NIL,TR,6.5,3.7,TR,0.5,NIL,2.1,TR,NIL,TR,0.3,8.3,0.6,NIL,NIL,NIL,NIL,0.9,NIL,,,,,,
2020-11,NIL,NIL,NIL,NIL,NIL,9.3,33.2,12.1,NIL,NIL,NIL,NIL,7.7,3.7,29.5,16.7,44.8,35.9,3.2,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,TR,16.3,,,,,,,
2020-12,NIL,NIL,NIL,NIL,4.2,10.1,TR,4.9,TR,18.1,4.1,2,1.1,NIL,NIL,8.3,TR,TR,TR,NIL,5.7,6,NIL,TR,NIL,NIL,NIL,NIL,NIL,NIL,25.9,,,,,,
